example_id,clean_customer_message,customer_message,support_response,intent,expected_escalation,notes,predicted_intent,predicted_escalation,intent_confidence,top_retrieval_similarity,escalation_reason
300,It gets stuck sideways and it will go up to previous messages and not show me the latest until I close the app and reopen.,@AppleSupport It gets stuck sideways and it will go up to previous messages and not show me the latest until I close the app and reopen.,"@118716 Got it. Which device are you experiencing this on? Let us know in DM, and we'll go from there. https://t.co/GDrqU22YpT",app_or_feature_issue,no,message glitch issue,app_or_feature_issue,yes,0.3944447707095272,0.8975796103477478,Intent confidence is low.
219,Well it froze as I was ordering a pizza so I had to. And now it’s already to 49%,@118094 @115858 @AppleSupport Well it froze as I was ordering a pizza so I had to. And now it’s already to 49%,@118093 We'd like to offer our help. Please shoot us a DM and we'll explore the battery challenge. https://t.co/GDrqU22YpT,battery_charging_issue,no,,app_or_feature_issue,yes,0.2033647763820053,0.7376129627227783,Intent confidence is low.
292,thanks! the 11.0.3 that came out the other day,@AppleSupport thanks! the 11.0.3 that came out the other day,@118521 Got it. Let us know in DM what the issue is that you're having? We'd be happy to help you out. https://t.co/GDrqU22YpT,other_or_unclear,no,,other_or_unclear,yes,0.3332996345109499,0.8475722670555115,Customer message does not provide a clear issue.
64,"When you roll the month, it does not appear and hangs","@AppleSupport When you roll the month, it does not appear and hangs",@116342 We'd like to take a closer look at this. DM us and we'll go from there. https://t.co/GDrqU22YpT,app_or_feature_issue,no,,app_or_feature_issue,yes,0.2357873940381245,0.8114172220230103,Intent confidence is low.
1386,If I tether my iPad to my iPhone is there a way to minimize data txfr? Would turning off background app refresh make a diff?,@AppleSupport If I tether my iPad to my iPhone is there a way to minimize data txfr? Would turning off background app refresh make a diff?,"@128324 We can work toward a solution together. First we'd like to clarify your question. Do you mean, minimize data used by the iPad?",app_or_feature_issue,no,,app_or_feature_issue,yes,0.2540294710816408,0.9665337204933168,Intent confidence is low.
671,Hi Apple Support. Have updated to the latest iOS but no luck with battery :(,@AppleSupport Hi Apple Support. Have updated to the latest iOS but no luck with battery :(,@123517 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,battery_charging_issue,no,,battery_charging_issue,yes,0.2305608612951537,0.9431860446929932,Intent confidence is low.
371,Okay.,@AppleSupport Okay.,@119461 We've received your DM and will continue there.,other_or_unclear,no,,other_or_unclear,yes,0.3697154324168702,0.2371872663497924,Customer message does not provide a clear issue.
140,DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,@AppleSupport DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,@117455 Are you seeing issues across all apps or are you noticing lag when performing specific tasks? Let us know in DM. https://t.co/GDrqU22YpT,device_slow_freezing_crashing,no,,ios_update_issue,yes,0.2600493128641347,0.9178203344345092,Intent confidence is low.
2290,please do something about the nonexistent life-span of the batteries for iPhone 7.,@AppleSupport please do something about the nonexistent life-span of the batteries for iPhone 7.,@137155 We're happy to help. Try these tips for battery life and let us know if you still have an issue: https://t.co/TpjqFp3jxD,battery_charging_issue,no,,battery_charging_issue,yes,0.2379475863788653,0.9479163885116576,Intent confidence is low.
2339,11.1,@AppleSupport 11.1,"@137190 Have you tried updating to the latest version? Before you do this, make sure you have a backup of your iPhone. Here are the steps: https://t.co/4f8hwT5to6",other_or_unclear,no,,other_or_unclear,yes,0.6874961218922149,0.6785922050476074,Customer message does not provide a clear issue.
747,"Dear I have an iPhone 7 iTunes, both genuine. So why do I always get this message when I sync? Hope you can help. Thanks.","Dear @AppleSupport I have an iPhone 7 &amp; iTunes, both genuine. So why do I always get this message when I sync? Hope you can help. Thanks. https://t.co/QgJ14liJDw","@123704 We're happy to help out with your sync issues. To get started, let us know which version of Windows and iTunes you have installed.",app_or_feature_issue,no,,app_or_feature_issue,yes,0.2884664634060264,0.9817297458648682,Intent confidence is low.
2589,"did iOS11 and/or High Sierra break iCloud Contact Sync, my contacts are not syncing between my devices #icloudcontactsync","@AppleSupport did iOS11 and/or High Sierra break iCloud Contact Sync, my contacts are not syncing between my devices #icloudcontactsync","@140200 Thanks for reaching out, we're happy to help! Which version of iOS are you using and when did you notice issues with iCloud contacts syncing? https://t.co/GDrqU22YpT",app_or_feature_issue,no,,app_or_feature_issue,yes,0.2673180750554051,0.9735281467437744,Intent confidence is low.
2231,"umm, where is my clock and podcast controls on the lock screen? They’re there but can’t be seen.","@AppleSupport umm, where is my clock and podcast controls on the lock screen? They’re there but can’t be seen. https://t.co/lVyiB6wwAt","@136614 We understand the concern over not being able to see all of the items on your lock screen. We're happy to look into this with you. 

To start, are you on iOS 11.1.2? If not, we'd recommend backing up and updating.",app_or_feature_issue,no,,app_or_feature_issue,yes,0.291331604327949,0.9681650400161744,Intent confidence is low.
185,I️ have 11.0.3,@AppleSupport I️ have 11.0.3,"@117650 The first step we want to take is to back it up, then update it to iOS 11.1 to rule that out: https://t.co/80YRnjDFDk",other_or_unclear,no,,other_or_unclear,yes,0.6463721674135136,0.7751319408416748,Customer message does not provide a clear issue.
271,It's a shame that Siri can't be used to turn off the timer. Pain to do it with messy hands. Send to the idea file?,@AppleSupport It's a shame that Siri can't be used to turn off the timer. Pain to do it with messy hands. Send to the idea file?,@118507 We value your feedback. Feel free to leave it here: https://t.co/J46COPJzUo,app_or_feature_issue,no,,app_or_feature_issue,yes,0.2056027964360184,0.9804580807685852,Intent confidence is low.
1392,"why can’t i rearrange my apps on my homescreen ? With 5,8 inch screen it don’t makes sense to reach at the top of my phone !","@116333  why can’t i rearrange my apps on my homescreen ? With 5,8 inch screen it don’t makes sense to reach at the top of my phone !",@128330 You can rearrange your Home Screen or put your apps into folders. Here's how: https://t.co/M9lEQj2OhE,app_or_feature_issue,no,,app_or_feature_issue,yes,0.2605790594979584,0.9730124473571776,Intent confidence is low.
1961,facing problem with google maps on my iPhone 6 after updation of iOS 11.1.2 as map not taking my location and showing driving directions please support,@AppleSupport facing problem with google maps on my iPhone 6 after updation of iOS 11.1.2 as map not taking my location and showing driving directions please support,@135090 We'd be happy to see what's going on with your location. Are you seeing the same behavior in the Maps app?,app_or_feature_issue,no,,ios_update_issue,yes,0.4044673821405545,0.9373571872711182,Intent confidence is low.
1799,I need help with an encrypted backup on my computer! 🙏🙏🙏🙏,@AppleSupport I need help with an encrypted backup on my computer! 🙏🙏🙏🙏,"@134150 Thanks for reaching out to us. We are always happy to help. We have an article that may help. You can find it here: https://t.co/s6tdVStcb2

Let us know if you have any questions. https://t.co/GDrqU22YpT",other_or_unclear,no,,other_or_unclear,yes,0.2624404480272413,0.8763599395751953,Customer message does not provide a clear issue.
53,But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,@116335 We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,app_or_feature_issue,no,,app_or_feature_issue,yes,0.3418745183900293,0.9224256873130798,Intent confidence is low.
150,Chat doesn’t seem to work in Germany. On the order page I cannot leave comments …,@AppleSupport Chat doesn’t seem to work in Germany. On the order page I cannot leave comments …,"@117481 If you are unable to access these resources, let's get you connected with our local AppleCare Support team to get you to our Online Support group: https://t.co/zDY8Np0kg6",app_or_feature_issue,no,,app_or_feature_issue,yes,0.2631451589367038,0.8705947399139404,Intent confidence is low.
529,"After the last update, I cannot hear my phone calls. What is happening?","After the last update, I cannot hear my phone calls. What is happening? @115858 @AppleSupport",@123048 Send us a DM and let us know what version of iOS you're currently running. We'll go from there. https://t.co/GDrqU22YpT,app_or_feature_issue,no,,device_slow_freezing_crashing,yes,0.3374790424238587,0.8777926564216614,Intent confidence is low.
1126,Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong,@115858 Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong,@126090 Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?,device_slow_freezing_crashing,no,,device_slow_freezing_crashing,yes,0.2780877429492104,0.9105103015899658,Intent confidence is low.
863,how do I find the old update from this afternoon as I can’t see it in iTunes?,@AppleSupport how do I find the old update from this afternoon as I can’t see it in iTunes?,"@124421 We are not quite sure we understand. You are still trying to update correct?  You can update the iPhone X in the General Settings or in iTunes.  If you don’t see it in iTunes, you may have to update iTunes as well.",ios_update_issue,no,,app_or_feature_issue,yes,0.4049618352208184,0.9287933111190796,Intent confidence is low.
2271,"stop tryna play me my phone is in EXCELLENT condition and ever since the new one came out it’s freezing, glitching, erasing photos, shutting off on its own! Y’all better stop bullshitn or I’m finna get me an","@115858 stop tryna play me my phone is in EXCELLENT condition and ever since the new one came out it’s freezing, glitching, erasing photos, shutting off on its own! Y’all better stop bullshitn or I’m finna get me an @122609",@137147 Hey there. Let's talk and find the quickest way to get this resolved for you. Please tap here to meet us in a DM: https://t.co/GDrqU22YpT,device_slow_freezing_crashing,no,,device_slow_freezing_crashing,yes,0.446595782492551,0.8293052911758423,Intent confidence is low.
599,Why did my phone turn to shit after all these recent updates? 🤔,Why did my phone turn to shit after all these recent updates? 🤔@AppleSupport,"@123363 We want your iPhone running great, too. What obstacles are you facing that we can help with today?",ios_update_issue,no,,other_or_unclear,yes,0.2076962522761165,0.9120362997055054,Customer message does not provide a clear issue.
686,Thanks a lot,@AppleSupport Thanks a lot,"@123525 You are welcome. If you have any questions in the future, please reach back out to us.",other_or_unclear,no,,other_or_unclear,yes,0.3865119601491349,0.4132930636405945,Customer message does not provide a clear issue.
808,Apple music in control center doesn’t show the song name and i can’t change the song or anything.,@AppleSupport Apple music in control center doesn’t show the song name and i can’t change the song or anything.,"@123981 Got it, thanks. Let us know the exact iOS installed in a DM and we'll continue. https://t.co/GDrqU22YpT",app_or_feature_issue,no,,app_or_feature_issue,yes,0.4146418909954569,0.9202492237091064,Intent confidence is low.
2524,I’ve tried trashing Bluetooth prefs - but this didn’t help. Could you please explain how to run the hardware test?,@AppleSupport I’ve tried trashing Bluetooth prefs - but this didn’t help. Could you please explain how to run the hardware test?,"@139271 Absolutely, there are a few steps involved. Are you able to open the article we previously sent? If so, the steps are there. If you have any issue viewing the article send us a DM with the link below and we'll provide them for you. https://t.co/GDrqU22YpT",app_or_feature_issue,no,,other_or_unclear,yes,0.2952814627552774,0.964487075805664,Customer message does not provide a clear issue.
858,it had 60% before the error.,@AppleSupport it had 60% before the error.,@121933 That is good to know. Let's still give it about 20 minutes or so. Please do keep us in the loop.,battery_charging_issue,no,,other_or_unclear,yes,0.2578844431763068,0.7405340671539307,Customer message does not provide a clear issue.
1968,"all I want for Christmas is you to fix this glitchy OS on the iPhone. DO SOMETHING about it instead of fixing little things. It is slow, can’t delete emails until 3 try and forward texts are hit and miss. And yes I’m running 11.1.2.","@115858 all I want for Christmas is you to fix this glitchy OS on the iPhone. DO SOMETHING about it instead of fixing little things. It is slow, can’t delete emails until 3 try and forward texts are hit and miss.  And yes I’m running 11.1.2.","@135580 Hey, we can work together towards a solution. Please DM us the country you're located in and we'll work with you. https://t.co/GDrqU22YpT",device_slow_freezing_crashing,no,,device_slow_freezing_crashing,yes,0.2232919224899678,0.971392035484314,Intent confidence is low.
3054,how do i back up to my computer and update ipod/iphone apps now that itunes doesn't do it?,@AppleSupport how do i back up to my computer and update ipod/iphone apps now that itunes doesn't do it?,"@144220 Hi there. We're happy to help with this. You can find the steps to make an iTunes backup here: https://t.co/4f8hwT5to6 Update your apps in the App Store on your device under the ""updates"" tab. Let us know if this helps.",app_or_feature_issue,no,,app_or_feature_issue,yes,0.3863348100578201,0.9426580667495728,Intent confidence is low.
3061,"I want siri to remain on both devices. When I say Hey Siri, I only want that feature enabled on my Watch.","@AppleSupport I want siri to remain on both devices. When I say Hey Siri, I only want that feature enabled on my Watch.","@144223 Got it, thanks for clarifying for us. On the paired iPhone,  tap Settings &gt; Siri &amp; Search, and make sure Press Home for Siri is on. Also, let us know in DM what model iPhone your Apple Watch is paired with. https://t.co/GDrqU22YpT",app_or_feature_issue,no,,apple_watch_issue,yes,0.4317864121289287,0.9748778343200684,Intent confidence is low.
2481,Are you guys kidding with these keyboard bugs?? I.T is so frustrating. Android is looking very tempting and be been an Apple user for YEARS. Is there a timeframe for a fix? Published workarounds don’t work!,@AppleSupport @115858 Are you guys kidding with these keyboard bugs?? I.T is so frustrating. Android is looking very tempting and be been an Apple user for YEARS. Is there a timeframe for a fix? Published workarounds don’t work!,@138715 We're happy to look into this issue with you. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,,keyboard_autocorrect_issue,yes,0.3172635760923495,0.9774317741394044,Intent confidence is low.
347,"So, that got me back in, but now Mail won’t work.","@AppleSupport So, that got me back in, but now Mail won’t work.","@119210 What happens when you try to open or use the Mail app? Let us know more in DM, please. https://t.co/GDrqU22YpT",app_or_feature_issue,no,,app_or_feature_issue,yes,0.2295072060940249,0.7922098636627197,Intent confidence is low.
412,Thanks for the direct link. I left a note.,@AppleSupport Thanks for the direct link. I left a note.,@121033 You're welcome. We're here to help if you have questions in the future.,other_or_unclear,no,,other_or_unclear,yes,0.4637791077075348,0.6349427103996277,Customer message does not provide a clear issue.
1208,Before the update my phone would last over a day but now it only lasts half a day again😤 What are you doing to me,Before the update my phone would last over a day but now it only lasts half a day again😤 What are you doing to me @115858,"@127356 We know how important it is to maximize battery life. Let's partner up and get to the bottom of this together. To start, can you DM us the iPhone model and exact version of iOS running? Go to Settings &gt; General &gt; About to check. https://t.co/GDrqU22YpT",battery_charging_issue,no,,device_slow_freezing_crashing,yes,0.2739663701443117,0.937054455280304,Intent confidence is low.
2449,Hey why can’t I scroll to accept this developer agreement in Safari on iOS? Can’t get the accept button to show up.,Hey @AppleSupport why can’t I scroll to accept this developer agreement in Safari on iOS? Can’t get the accept button to show up. https://t.co/hanri9HS6H,@138694 Thanks for reaching out.  We know how important it is to be able to accept Developer agreements and  we'll do everything we can to assist.  Does this issue also happen from a computer? https://t.co/GDrqU22YpT,app_or_feature_issue,no,,app_or_feature_issue,yes,0.278052708342821,0.9869799017906188,Intent confidence is low.
2828,"I have a question, if I were to get a new computer, how would I transfer my songs on iTunes on my old computer to iTunes on my new computer? Asking because I may get a new computer","@AppleSupport I have a question, if I were to get a new computer, how would I transfer my songs on iTunes on my old computer to iTunes on my new computer? Asking because I may get a new computer",@142191 Hello there. We'd love to help you with transferring your iTunes library. Please take a look at this: https://t.co/lQg9Mr0sdj,other_or_unclear,no,,app_or_feature_issue,yes,0.3158335407375485,0.9830752611160278,Intent confidence is low.
417,So how many attempts do I get and what happens if i Enter the wrong code???,@AppleSupport So how many attempts do I get and what happens if i Enter the wrong code???,"@121036 After attempting so many tries to enter the Restrictions passcode, your device will prompt you to wait an extended time before letting you try again.",other_or_unclear,no,,app_or_feature_issue,yes,0.2659596848227236,0.8278588056564331,Intent confidence is low.
2595,"Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?","@AppleSupport Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?","@140204 That's a great question! No, you don't have to buy your iPhone directly from us. Please take a look at the following article for some guidance on purchasing an AppleCare plan for your device: https://t.co/brpZQUaYqu",other_or_unclear,no,,app_or_feature_issue,yes,0.393835109828402,0.9921051859855652,Intent confidence is low.
2726,can we update these chargers pls,@115858 can we update these chargers pls https://t.co/I3SmgsOLeG,@141451 We're here to help. Send us a DM with your location so we can explore your service options. Support options differ by region. https://t.co/GDrqU22YpT,battery_charging_issue,no,,other_or_unclear,yes,0.2290246360809916,0.7926832437515259,Customer message does not provide a clear issue.
1892,the app crashes when you are navigating on the ‘you’ tab. Happened several times today,@115948 the app crashes when you are navigating on the ‘you’ tab. Happened several times today @AppleSupport,@135036 Thanks for reaching out. We'd be happy to help. What device are you using Apple Music with?,app_or_feature_issue,no,,app_or_feature_issue,yes,0.3369431699782996,0.9458593130111694,Intent confidence is low.
241,I just wanted to let you know that the new update is crap and it wastes my battery more than ever before.,@115858 I just wanted to let you know that the new update is crap and it wastes my battery more than ever before.,@118242 We want to help. Which version of iOS 11 do you have installed on your device? Let us know in DM. https://t.co/GDrqU22YpT,battery_charging_issue,no,,battery_charging_issue,yes,0.5667455390961619,0.6990715265274048,
1519,"My library works fine on the iPhone 7 I use for work, and on my Macbook. I was missing a playlist on my 7+ so I turned the library off and then back on hoping it would re-sync, but now can’t seem to access it at all on the 7+.","@AppleSupport My library works fine on the iPhone 7 I use for work, and on my Macbook. I was missing a playlist on my 7+ so I turned the library off and then back on hoping it would re-sync, but now can’t seem to access it at all on the 7+.","@129233 Thanks for those details. Let's try this. It looks like Personal Hotspot and Low Power mode are both on. Try turning off both of these features, restarting and turning on the iCloud Music Library again. Let us know with a DM if that does the trick. https://t.co/GDrqU22YpT",app_or_feature_issue,no,,app_or_feature_issue,yes,0.2377647789488234,0.961379885673523,Intent confidence is low.
2888,"UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated.","@AppleSupport UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated. https://t.co/6oDcXJrdpf","@142820 We can help with this. If you've been unable to cancel your subscription, reach out to our iTunes Store support team using this link: https://t.co/SDIe7UiyJN",app_or_feature_issue,no,,apple_id_account_issue,yes,0.4167570487067418,0.9838643670082092,Account-related issue requires human review.
2495,"my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄","@AppleSupport my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄",@138974 We want to help you with managing your storage on your iPhone. Your iPhone is able to show you information on the storage being used and make recommendations to optimize your storage usage. Please check out more on how to clear that space here: https://t.co/0yFHFRYSnX,other_or_unclear,no,,app_or_feature_issue,yes,0.2231029137421298,0.9266501665115356,Intent confidence is low.
2116,iOS 11.1.2 but it’s been an issue for quite a while now...maybe since the last version of iOS 10.x. All of other Apple products work as expected. I can manually open Safari and navigate to and that will work most of the time.,@AppleSupport iOS 11.1.2 but it’s been an issue for quite a while now...maybe since the last version of iOS 10.x. All of other Apple products work as expected. I can manually open Safari and navigate to https://t.co/gXbKvv9iHf and that will work most of the time.,@136067 Okay. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT,app_or_feature_issue,no,,ios_update_issue,yes,0.2674266557832482,0.932250440120697,Intent confidence is low.
1188,I’m saying it’s there....but it often doesn’t work. I’ll have music playing and the “music” in the control panel will be blank. See pic,@AppleSupport I’m saying it’s there....but it often doesn’t work. I’ll have music playing and the “music” in the control panel will be blank. See pic https://t.co/hzPl2LVSEO,"@127206 Thanks. If you play a song, does the info appear? Does the info and controls gray out after a certain amount of time?",app_or_feature_issue,no,,app_or_feature_issue,yes,0.3804283096067093,0.9547348022460938,Intent confidence is low.
1941,I’ve blocked a number but texts are still getting through. I thought blocking a number would stop calls AND texts? 🤔,@AppleSupport I’ve blocked a number but texts are still getting through. I thought blocking a number would stop calls AND texts? 🤔,@135073 We are here to help. This article can tell you more about blocking numbers in iOS. https://t.co/rYxZGDk3Lz,app_or_feature_issue,no,,other_or_unclear,yes,0.2618912542197081,0.9033266305923462,Customer message does not provide a clear issue.
2030,I️ updated my phone recently. The I️ thing never happened to me when it apparently happened to literally everyone else. And NOW it happens? Hurry with the next update,"I️ updated my phone recently. The I️ thing never happened to me when it apparently happened to literally everyone else. And NOW it happens? 

Hurry with the next update @115858",@135625 We'd love to help with this. DM us the exact version of the operating system you're using and which model of iPhone and we'll get started. https://t.co/GDrqU22YpT,keyboard_autocorrect_issue,no,,app_or_feature_issue,yes,0.3083579197723502,0.9734195470809937,Intent confidence is low.
2952,The fingerprint has never worked for me either! C’mon Fix it!...,@143278 The fingerprint has never worked for me either! C’mon @115858 Fix it!...,"@143277 Hey, let's meet up to discuss any issues you're having with your Apple products today. Here's a link to discuss this in DM: https://t.co/GDrqU22YpT",app_or_feature_issue,no,,other_or_unclear,yes,0.3176970851336425,0.8173041343688965,Customer message does not provide a clear issue.
2294,Hello! Why my music profile doesn’t look like that on the first picture?,@AppleSupport Hello! Why my music profile doesn’t look like that on the first picture? https://t.co/M9qH6Y0RBp,"@137157 Thanks for reaching out. We'd like to know more about this, DM us with some extra detail and we'll look into it. https://t.co/GDrqU22YpT",app_or_feature_issue,no,,app_or_feature_issue,yes,0.3001666609580676,0.9341102242469788,Intent confidence is low.
790,Ok. Thanks,@AppleSupport Ok. Thanks,@123856 You're welcome. Enjoy your day!,other_or_unclear,no,,other_or_unclear,yes,0.5226263530622829,0.376427412033081,Customer message does not provide a clear issue.
2993,Can I really not just use a song on my phone as a ringtone?,Can I really not just use a song on my phone as a ringtone? @AppleSupport,@143654 Here's the best information available for ringtones. https://t.co/Pm4DavkQln,app_or_feature_issue,no,,device_slow_freezing_crashing,yes,0.1852238167124248,0.9616888165473938,Intent confidence is low.
193,why are my I ‘s changing into I️ ?!!!!!,@AppleSupport why are my I ‘s changing into I️ ?!!!!!,@117655 Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,keyboard_autocorrect_issue,no,,other_or_unclear,yes,0.2553438447587712,0.7770090103149414,Customer message does not provide a clear issue.
